source,url,question,answer,wrong_answer
CTV,https://www.ctvnews.ca/health/coronavirus/covid-19-q-a-transmission-testing-who-s-at-risk-and-more-1.4856659,Should seniors and children be separated if they live in the same home?,"While children appear to be less affected by the virus, elderly people and
those with other medical issues are more at risk of suffering a severe outcome
from a COVID-19 infection. For families that have both seniors and young
children living under the same roof, Bogoch said they should take care to
separate them if anyone shows symptoms. However, he said that should be the
case for anyone who is living with others and exhibits any symptoms, such as
fever, coughing, and difficulty breathing.

“You just have to be very mindful if anyone has any symptoms whatsoever they
should be separated,” he said.","While there have been suggestions that a regular flu shot can help protect
individuals against COVID-19, Bogoch said that’s not true.

“They do not protect against this particular infection. They do not protect
against COVID-19,” he said.

However, Bogoch stressed that vaccinations such as the flu shot are still
extremely important for optimizing health.

“We should be up to date on all our routine vaccinations, our pneumonia
vaccines, our flu vaccines, our regular vaccines, so that we can ensure that
our health is optimized in case we come down with an infection,” he said."
CTV,https://www.ctvnews.ca/health/coronavirus/covid-19-q-a-transmission-testing-who-s-at-risk-and-more-1.4856659,How can caregivers protect themselves while helping someone with COVID-19 at home?,"For people who are caring for a person who has been diagnosed with COVID-19,
the Public Health Agency of Canada has a number of tips on how they can
protect themselves while they provide care.

According to PHAC, only one healthy person should provide care to the
individual with COVID-19, and that person should limit their contact with them
as much as possible. They should also not share personal items with them, such
as toothbrushes, towels, bed linen, utensils or electronic devices. The ill
person should have their own bathroom, if possible. If not, they should put
the toilet lid down every time before flushing.

Caregivers should wear a mask, disposable gloves, and eye protection when
they’re in close proximity to the patient and never reuse the mask or gloves.
They should also frequently wash their hands with soap and water, especially
after contact with the sick individual.

What’s more, caregivers should remain vigilant about monitoring themselves for
symptoms for 14 days.","As physical distancing recommendations have evolved, it has become clear that
authorities do not want anyone to get close to anyone from outside their
household unless absolutely necessary.

""Stay home"" has become the refrain from political and public health leaders
seeking to flatten the curve of COVID-19 infectiuons.

""Physical distancing is proven to be one of the most effective ways to reduce
the spread of illness during an outbreak,"" PHAC says on its website, which
recommends that all Canadians avoid ""non-essential"" gatherings.

Gorfinkel said people should aim to avoid all unnecessary contact with
individuals to prevent further spread in their communities.

“Stop the spread because so many people have mild symptoms. That’s the
problem,” she said. “They’re the source where the majority of cases are going
to come from.”"
CTV,https://www.ctvnews.ca/health/coronavirus/covid-19-q-a-transmission-testing-who-s-at-risk-and-more-1.4856659,Should you wipe down all of your groceries when you return from the store?,"While the SARS-CoV-2 virus can linger on surfaces from anywhere to a couple of
hours to a few days, Dr. Isaac Bogoch said it’s not necessary to wipe down
groceries after buying them at the store.

“I think if people go to the grocery store, they get groceries, I think it’s
just fair to put them away,” he told CTV’s Your Morning.

As for fruits and vegetables, Bogoch said there is no need to take any extra
precautions with those and people can simply wash them with tap water before
eating them, as they normally should.  

","With public health officials warning that Canadians must adhere to physical
distancing policies in order to “flatten the curve” of infections, as Hong
Kong and Singapore successfully did, other experts are expressing concerns
about a “second wave” of infections after those regions experienced another
spike in cases when they relaxed some of those measures.

Bogoch said that it’s possible Canada will experience a similar fate, if
people aren’t diligent about maintaining isolation and physical distancing
orders.

“If we take our foot off the gas pedal, when we start to lift some of these
measures because we start to see the curve flattening, we have to be prepared
that there might be a second spike in cases,” he explained.  

"
CTV,https://www.ctvnews.ca/health/coronavirus/covid-19-q-a-transmission-testing-who-s-at-risk-and-more-1.4856659,How bad will things get in Canada?,"COVID-19 has caused widespread destruction around the world, with even
developed nations including Italy, France and Spain reporting thousands of
deaths and completely overwhelmed health-care systems.

The situation was rapidly deteriorating into something similar in the U.S. by
March 31, with New York City's iconic Central Park [turning into a makeshift
hospital](https://www.ctvnews.ca/health/coronavirus/scenes-from-the-epicentre-
grim-images-from-new-york-city-1.4874424) and experts predicting [82,000
deaths](https://www.ctvnews.ca/health/coronavirus/82-000-people-could-die-in-
u-s-from-coronavirus-by-august-model-cited-by-white-house-1.4875601) even in a
best-case scenario.

Canada has thus far avoided the worst of the outbreak, but experts are unable
to say whether that will continue – in fact, they're [unable to offer any
credible forecasts at all](https://www.ctvnews.ca/health/coronavirus/when-
will-canada-pass-the-peak-of-covid-19-even-the-experts-don-t-know-1.4869852).

Projecting the spread of the virus through Canada at this point is nearly
impossible because of several factors, including uncertainty over how many
Canadians have actually been infected, unknowns around whether Canadians are
following public health recommendations well enough to curb COVID-19's spread,
and the lag time between when an infection occurs and when it is reflected in
the data.

""We don't exactly know where we are on the epidemic curve, and we don't
exactly know where we were when we started having our strong public health
response,"" Dr. Ashleigh Tuite, an expert in modelling the spread of infectious
diseases, told CTVNews.ca on March 26.","As physical distancing recommendations have evolved, it has become clear that
authorities do not want anyone to get close to anyone from outside their
household unless absolutely necessary.

""Stay home"" has become the refrain from political and public health leaders
seeking to flatten the curve of COVID-19 infectiuons.

""Physical distancing is proven to be one of the most effective ways to reduce
the spread of illness during an outbreak,"" PHAC says on its website, which
recommends that all Canadians avoid ""non-essential"" gatherings.

Gorfinkel said people should aim to avoid all unnecessary contact with
individuals to prevent further spread in their communities.

“Stop the spread because so many people have mild symptoms. That’s the
problem,” she said. “They’re the source where the majority of cases are going
to come from.”"
CTV,https://www.ctvnews.ca/health/coronavirus/covid-19-q-a-transmission-testing-who-s-at-risk-and-more-1.4856659,Will there be a second wave of infections?,"With public health officials warning that Canadians must adhere to physical
distancing policies in order to “flatten the curve” of infections, as Hong
Kong and Singapore successfully did, other experts are expressing concerns
about a “second wave” of infections after those regions experienced another
spike in cases when they relaxed some of those measures.

Bogoch said that it’s possible Canada will experience a similar fate, if
people aren’t diligent about maintaining isolation and physical distancing
orders.

“If we take our foot off the gas pedal, when we start to lift some of these
measures because we start to see the curve flattening, we have to be prepared
that there might be a second spike in cases,” he explained.  

","France’s health minister set off a wave of confusion when he warned that the
use of ibuprofen could become an “aggravating factor” for infection in
COVID-19 cases; however, the World Health Organization says there are no
reports to support this claim.

In an official response, the WHO said it’s not recommending against the use of
the common painkiller.

“We are also consulting with physicians treating COVID-19 patients and are not
aware of reports of any negative effects of ibuprofen, beyond the usual known
side-effects that limit its use in certain populations,” the WHO said in an
update on March 18.

Bogoch agreed with the WHO, saying there is still not enough data on the
subject.

“The short answer is we’re not entirely sure if this is going to do anything
or not. It’s unlikely to have any effect whatsoever,” he told CTV’s Your
Morning on March 19.

For individuals who suspect they may have COVID-19 and are suffering from a
low-grade fever or another type of pain, Bogoch said they can take ibuprofen
or other over-the-counter medications, such as acetaminophen."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b22,What is Coronavirus?,"Coronavirus is a type of virus that causes disease in animals. Often the symptoms of the virus are those of the common cold. Covid-19 is a strain of coronavirus that is new to humans, hence it's called a novel (or new) virus.","According to the most recent report by the Center for Disease Control and Prevention (CDC), the number of hospitalizations and deaths were greatest among those between 65 - 74. Yet 20% of those hospitalized for severe symptoms of Covid-19 were between the ages of 20-44 years.  "
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b23,How did it start?,"The virus is one of the few that can be transmitted from animals to humans. It is believed to have originated in bats, which perhaps infected live animals and seafood sold at a ""wet market"" in Wuhan, a crowded, not so sanitary dense marketplace. Bats are also hosts for Ebola, HIV, and rabies.

The first person who contracted the virus on December 1, 2019, had no connection to the outdoor market, making it unclear how he contracted it in the first place. 

Others who shopped there came down with viral pneumonia from Covid-19.","Yep. If you use the PPP loan for one of the purposes listed above for the eight weeks following the inception of the loan, it is forgiven. In the added guidance given by the SBA yesterday, they mention that “it is anticipated that not more than 25% of the forgiven amount may be for non-payroll costs.” For the PPP, you’ll need to apply for forgiveness with your lender that is servicing your loan.
Similarly, the $10,000 advance (which should be coming to those of you that applied on Monday pretty soon) is not required to be repaid, even if you’re denied additional funds. It’s a little ambiguous to me whether you’re required to use the funds to pay the above expenses (it says “may”). Currently, I'm relying on the interpretation of the US Chamber of Commerce. We will learn more as additional guidance comes out and the grants start getting disbursed, which will be soon."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b24,How does Coronavirus get transmitted?,Covid-19 can be passed from person to person through droplets from coughs and sneezes. ,"Yes! In a recent webinar, Alex Contreras, Director of Preparedness, Communication & Coordination at the Office of Disaster Assistance at the SBA said that they will try to be flexible and that even a bankruptcy doesn’t necessarily disqualify you. Additionally, there are no application, guarantee or prepayment fees, so there’s no harm in applying. Even if you don’t qualify for additional funds, you can still get the grant."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b25,How to protect yourself from Covid-19,"As Covid-19 is spread through droplets, it can reach us through the air. Therefore, maintain social distancing, which means remaining 6 feet away from others.  Ideally, you shouldn't touch any surface on which droplets may have landed. The best way to protect yourself from exposed surfaces is to wash your hands frequently with soap and water for a count of 20. The children’s book Coronavirus You Can’t Scare Me teaches kids through pictures and rhyme:

I wash my hands throughout the day/ And count from one to twenty/ The palms, the backs, the fingernails/ With soap and water plenty.

Coronavirus You Can’t Scare Me written by the author
The best way to ensure you're doing all the above is to stay home if you can. Talk to your friends and family on the phone, social media, Skype or Zoom.","As Covid-19 is spread through droplets, it can reach us through the air. Therefore, maintain social distancing, which means remaining 6 feet away from others.  Ideally, you shouldn't touch any surface on which droplets may have landed. The best way to protect yourself from exposed surfaces is to wash your hands frequently with soap and water for a count of 20. The children’s book Coronavirus You Can’t Scare Me teaches kids through pictures and rhyme:

I wash my hands throughout the day/ And count from one to twenty/ The palms, the backs, the fingernails/ With soap and water plenty.

Coronavirus You Can’t Scare Me written by the author
The best way to ensure you're doing all the above is to stay home if you can. Talk to your friends and family on the phone, social media, Skype or Zoom."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b26,Why do I have to stay at home?,"Staying home prevents you from contracting the virus. But, more than that, it prevents you from transmitting the virus to others. Governments, health organizations and medical professionals are urging us to stay at home to flatten the curve.  ","This is the formula to figure out if your loan forgiveness under PPP will be reduced. I like the US. Chamber of Commerce illustration for figuring this out. You take your payroll costs and multiply them by a fraction. The top half of the fraction has the average number of full-time equivalent employees (FTE) per month for the eight weeks beginning on loan origination. The bottom half has either the average number of FTEs per month from February 15, 2019 to June 30, 2019 OR the average number of FTEs per month from January 1, 2020 to February 29, 2020. Seasonal employers use February 15, 2019 to June 30, 2019."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b27,What exactly does it mean to flatten the curve?,"Flattening the curve refers to the rate at which people are getting infected. Without intervention, the number of individuals who contract Covid-19 rises exponentially, which means it doubles at a constant rate — in this case, every three days. At such a rate, the number of infected individuals will overwhelm our hospital system, because we simply don't have enough hospital beds and respirators to treat them all. The United States doesn't even have enough protective equipment at present to protect its own health care workers. 

Doing the math, if one person is infected with the virus on Jan 1, with the number of people infected people doubling every 3 days, then by March 31, over 1 billion people will have become infected. With the world population being around 7.8 billion, it would only take until April 9 for all of us to be infected.

The situation in Italy has shown us that, without enough equipment, hospitals will be compelled to turn away some of the most infirmed among us, resulting in increased fatalities.  

Staying home does not prevent you from contracting the virus down the line, but from contracting the virus and overwhelming the medical establishment now. Postponing exposure buys time for the scientific and medical community to develop effective treatments or a vaccine to minimize or protect against infection.","This is the formula to figure out if your loan forgiveness under PPP will be reduced. I like the US. Chamber of Commerce illustration for figuring this out. You take your payroll costs and multiply them by a fraction. The top half of the fraction has the average number of full-time equivalent employees (FTE) per month for the eight weeks beginning on loan origination. The bottom half has either the average number of FTEs per month from February 15, 2019 to June 30, 2019 OR the average number of FTEs per month from January 1, 2020 to February 29, 2020. Seasonal employers use February 15, 2019 to June 30, 2019."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b28,"I hear it is only dangerous in older people and those with compromised immune systems.
","According to the most recent report by the Center for Disease Control and Prevention (CDC), the number of hospitalizations and deaths were greatest among those between 65 - 74. Yet 20% of those hospitalized for severe symptoms of Covid-19 were between the ages of 20-44 years.  ",Symptoms show up 14 days after exposure to the virus.
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b29,What is the incubation period?,Symptoms show up 14 days after exposure to the virus.,"As Covid-19 is spread through droplets, it can reach us through the air. Therefore, maintain social distancing, which means remaining 6 feet away from others.  Ideally, you shouldn't touch any surface on which droplets may have landed. The best way to protect yourself from exposed surfaces is to wash your hands frequently with soap and water for a count of 20. The children’s book Coronavirus You Can’t Scare Me teaches kids through pictures and rhyme:

I wash my hands throughout the day/ And count from one to twenty/ The palms, the backs, the fingernails/ With soap and water plenty.

Coronavirus You Can’t Scare Me written by the author
The best way to ensure you're doing all the above is to stay home if you can. Talk to your friends and family on the phone, social media, Skype or Zoom."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b30,Symptoms of Covid-19,"The most common symptoms reported are cough, fever, and shortness of breath. For some, these symptoms lead to respiratory distress and pneumonia. Other symptoms reported by those who have been infected are severe aches and pains, chills and a temporary loss of smell (and taste). Some people who contract Covid-19 experience no symptoms at all.","Tests are limited and most state and local health authorities will tell you not to get tested, even if you have symptoms, unless:

You have symptoms and were recently in contact with someone who tested positive for Coronavirus.
You have symptoms and need to be hospitalized.
Cotton swabs and tests are in short supply, so if you do not fall into the above two categories, chances are your doctor will not order a test.  

Still, if you have symptoms, call your medical doctor to be advised on how to proceed. You most likely will be directed to self-quarantine for 14 days.

For all of us, stay safe, stay home, keep your distance, wash your hands often and thoroughly with soap and water, and cover your coughs and sneezes."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b31,Testing for Covid-19,"The most common test for Covid-19 is an invasive nasal swab inserted all the way back to your nasal pharyngeal region, where the respiratory tract meets the back of your throat, where cells are collected.  ","Coronavirus is a type of virus that causes disease in animals. Often the symptoms of the virus are those of the common cold. Covid-19 is a strain of coronavirus that is new to humans, hence it's called a novel (or new) virus."
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b32,Who should get tested?,"Tests are limited and most state and local health authorities will tell you not to get tested, even if you have symptoms, unless:

You have symptoms and were recently in contact with someone who tested positive for Coronavirus.
You have symptoms and need to be hospitalized.
Cotton swabs and tests are in short supply, so if you do not fall into the above two categories, chances are your doctor will not order a test.  

Still, if you have symptoms, call your medical doctor to be advised on how to proceed. You most likely will be directed to self-quarantine for 14 days.

For all of us, stay safe, stay home, keep your distance, wash your hands often and thoroughly with soap and water, and cover your coughs and sneezes.","This was the most commonly asked question. The CARES Act not only provides relief for small business owners through loans but also allows the self-employed, independent contractors and part-time workers to collect unemployment benefits.
That initially seemed like double dipping to me. But as a colleague in the Twitterverse pointed out, it could make sense if your unemployment is covering personal expenses while your EIDL and/or PPP is covering other operating expenses. For example, if you are a restaurant owner, you have to pay for a mortgage, paid leave and supply chain disruptions, while we all wait out stay-at-home orders. But you also have to buy groceries and pay your home utility bills. If you can only get a loan to cover business expenses, you may still need unemployment benefits to pay your personal expenses.
Keep in mind, the details for unemployment benefits — eligibility rules, benefit amounts, length of payments, etc. — vary from state to state. In Illinois, for instance, to maintain your eligibility for unemployment, you must be able to work, you have to be available to accept a job and you have to be looking for work. If the additional loan funds allow you to keep running your business, it may be hard to demonstrate that you’re out of work.
I’ve already heard from a few self-employed people who have applied for unemployment—and had widely varying results. Most likely the rules will become clearer in time, as the states decide what will and won’t be allowed."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,Can I get these loans and unemployment?,"This was the most commonly asked question. The CARES Act not only provides relief for small business owners through loans but also allows the self-employed, independent contractors and part-time workers to collect unemployment benefits.
That initially seemed like double dipping to me. But as a colleague in the Twitterverse pointed out, it could make sense if your unemployment is covering personal expenses while your EIDL and/or PPP is covering other operating expenses. For example, if you are a restaurant owner, you have to pay for a mortgage, paid leave and supply chain disruptions, while we all wait out stay-at-home orders. But you also have to buy groceries and pay your home utility bills. If you can only get a loan to cover business expenses, you may still need unemployment benefits to pay your personal expenses.
Keep in mind, the details for unemployment benefits — eligibility rules, benefit amounts, length of payments, etc. — vary from state to state. In Illinois, for instance, to maintain your eligibility for unemployment, you must be able to work, you have to be available to accept a job and you have to be looking for work. If the additional loan funds allow you to keep running your business, it may be hard to demonstrate that you’re out of work.
I’ve already heard from a few self-employed people who have applied for unemployment—and had widely varying results. Most likely the rules will become clearer in time, as the states decide what will and won’t be allowed.","According to the most recent report by the Center for Disease Control and Prevention (CDC), the number of hospitalizations and deaths were greatest among those between 65 - 74. Yet 20% of those hospitalized for severe symptoms of Covid-19 were between the ages of 20-44 years.  "
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,Can I get an Economic Injury Disaster Loan (EIDL) and a Paycheck Protection Program Loan (PPP)?,"Yes, you can get both loans, but the key is to use the money to cover different expenses. Section 1102(a)(2)(G), the section outlining the PPP loans, explains the borrower requirements. It says the borrower has to certify that “the eligible recipient has not received amounts under this subsection for the same purpose and duplicative amounts.”
As a reminder, EIDLs can be used to cover:

Paid sick leave to employees unable to work due to the direct effect of COVID-19. Maintain payroll Increased costs due to supply chain disruption Rent or mortgage payments Repaying obligations that cannot be met due to revenue loss

PPP loan funds can be used to cover:

Payroll costs Group health care benefits during periods of paid, sick, medical, or family leave, and insurance premiums. Interest on a mortgage obligation Rent, under lease agreements in force before February 15, 2020 Utilities, for which service began before February 15, 2020 Interest on any debt incurred before February 15, 2020

So, if you’re getting an EIDL to cover payroll expenses, you can’t get a PPP to cover payroll for the length of the forgiveness period (eight weeks from when the loan is due). You would have to use the EIDL for different operating expenses or payroll for a different period. This will also go for other state or local assistance.
That being said, you don’t have to have both. If you’ve already gotten an EIDL for payroll purposes but just want the PPP loan, you can refinance the loan into a PPP. Any amount that was given to you as a grant under the EIDL will reduce the amount forgiven under PPP.","Flattening the curve refers to the rate at which people are getting infected. Without intervention, the number of individuals who contract Covid-19 rises exponentially, which means it doubles at a constant rate — in this case, every three days. At such a rate, the number of infected individuals will overwhelm our hospital system, because we simply don't have enough hospital beds and respirators to treat them all. The United States doesn't even have enough protective equipment at present to protect its own health care workers. 

Doing the math, if one person is infected with the virus on Jan 1, with the number of people infected people doubling every 3 days, then by March 31, over 1 billion people will have become infected. With the world population being around 7.8 billion, it would only take until April 9 for all of us to be infected.

The situation in Italy has shown us that, without enough equipment, hospitals will be compelled to turn away some of the most infirmed among us, resulting in increased fatalities.  

Staying home does not prevent you from contracting the virus down the line, but from contracting the virus and overwhelming the medical establishment now. Postponing exposure buys time for the scientific and medical community to develop effective treatments or a vaccine to minimize or protect against infection."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,I work by myself and pay contractors. Do I still have payroll?,"Many sole proprietors or independent contractors have wondered what counts as payroll, if they don’t have any employees. Section 1102(a)(2)(A)(viii)(bb) expands the definition of payroll costs to include “the sum of payments of any compensation to or income of a sole proprietor or independent contractor that is a wage, commission, income, net earnings from self-employment or similar compensation that is not more than $100,000.”
In its most recent guidance, the SBA clarified that while income of sole proprietors and independent contractors count as payroll, payments to independent contractors do not count: “independent contractors have the ability to apply for a PPP loan on their own so they do not count for purposes of a borrower’s PPP loan calculation.”
Payroll also includes payment of compensation to employees for:

Salary, wages, commission (not to exceed $100,000) Cash tips or equivalent Vacation, parental, family, medical or sick leave Severance or separation pay and any retirement benefit Group health care benefit pay including insurance premiums State and local tax on the compensation of employees","Tests are limited and most state and local health authorities will tell you not to get tested, even if you have symptoms, unless:

You have symptoms and were recently in contact with someone who tested positive for Coronavirus.
You have symptoms and need to be hospitalized.
Cotton swabs and tests are in short supply, so if you do not fall into the above two categories, chances are your doctor will not order a test.  

Still, if you have symptoms, call your medical doctor to be advised on how to proceed. You most likely will be directed to self-quarantine for 14 days.

For all of us, stay safe, stay home, keep your distance, wash your hands often and thoroughly with soap and water, and cover your coughs and sneezes."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,What is this eight-week formula everyone keeps talking about?,"This is the formula to figure out if your loan forgiveness under PPP will be reduced. I like the US. Chamber of Commerce illustration for figuring this out. You take your payroll costs and multiply them by a fraction. The top half of the fraction has the average number of full-time equivalent employees (FTE) per month for the eight weeks beginning on loan origination. The bottom half has either the average number of FTEs per month from February 15, 2019 to June 30, 2019 OR the average number of FTEs per month from January 1, 2020 to February 29, 2020. Seasonal employers use February 15, 2019 to June 30, 2019.","Flattening the curve refers to the rate at which people are getting infected. Without intervention, the number of individuals who contract Covid-19 rises exponentially, which means it doubles at a constant rate — in this case, every three days. At such a rate, the number of infected individuals will overwhelm our hospital system, because we simply don't have enough hospital beds and respirators to treat them all. The United States doesn't even have enough protective equipment at present to protect its own health care workers. 

Doing the math, if one person is infected with the virus on Jan 1, with the number of people infected people doubling every 3 days, then by March 31, over 1 billion people will have become infected. With the world population being around 7.8 billion, it would only take until April 9 for all of us to be infected.

The situation in Italy has shown us that, without enough equipment, hospitals will be compelled to turn away some of the most infirmed among us, resulting in increased fatalities.  

Staying home does not prevent you from contracting the virus down the line, but from contracting the virus and overwhelming the medical establishment now. Postponing exposure buys time for the scientific and medical community to develop effective treatments or a vaccine to minimize or protect against infection."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,"Is it REALLY all forgiven, if used appropriately?","Yep. If you use the PPP loan for one of the purposes listed above for the eight weeks following the inception of the loan, it is forgiven. In the added guidance given by the SBA yesterday, they mention that “it is anticipated that not more than 25% of the forgiven amount may be for non-payroll costs.” For the PPP, you’ll need to apply for forgiveness with your lender that is servicing your loan.
Similarly, the $10,000 advance (which should be coming to those of you that applied on Monday pretty soon) is not required to be repaid, even if you’re denied additional funds. It’s a little ambiguous to me whether you’re required to use the funds to pay the above expenses (it says “may”). Currently, I'm relying on the interpretation of the US Chamber of Commerce. We will learn more as additional guidance comes out and the grants start getting disbursed, which will be soon.","Tests are limited and most state and local health authorities will tell you not to get tested, even if you have symptoms, unless:

You have symptoms and were recently in contact with someone who tested positive for Coronavirus.
You have symptoms and need to be hospitalized.
Cotton swabs and tests are in short supply, so if you do not fall into the above two categories, chances are your doctor will not order a test.  

Still, if you have symptoms, call your medical doctor to be advised on how to proceed. You most likely will be directed to self-quarantine for 14 days.

For all of us, stay safe, stay home, keep your distance, wash your hands often and thoroughly with soap and water, and cover your coughs and sneezes."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,"Alright, I’m in! Where do I apply?","The online application for EIDLs has been open since Monday. You can find it here. The feedback I’ve received so far is that it takes less than 30 minutes. You’ll need a profit and loss from January 31, 2019 – January 31, 2020. You’ll also need to unfreeze your credit report if you’ve frozen it. The SBA determines initial loan size based on your credit score, not your ability to pay.
You apply for the PPP through your local bank. Yesterday, the SBA offered a specific timeline for different applications.

Starting April 3, 2020, small businesses and sole proprietorships can apply for and receive loans to cover their payroll and other certain expenses through existing SBA lenders. Starting April 10, 2020, independent contractors and self-employed individuals can apply for and receive loans to cover their payroll and other certain expenses through existing SBA lenders. Other regulated lenders will be available to make these loans as soon as they are approved and enrolled in the program.

Just because your date isn’t here yet, it doesn’t mean you can’t start preparing for the process. You can find SBA lenders here. You can find the sample PPP application here.","Coronavirus is a type of virus that causes disease in animals. Often the symptoms of the virus are those of the common cold. Covid-19 is a strain of coronavirus that is new to humans, hence it's called a novel (or new) virus."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,I applied for EIDLs before the CARES Act went into effect. Should I apply again?,Yes. The SBA has specifically stated business owners looking for the grant need to apply through the new application that went up on Monday.,"The online application for EIDLs has been open since Monday. You can find it here. The feedback I’ve received so far is that it takes less than 30 minutes. You’ll need a profit and loss from January 31, 2019 – January 31, 2020. You’ll also need to unfreeze your credit report if you’ve frozen it. The SBA determines initial loan size based on your credit score, not your ability to pay.
You apply for the PPP through your local bank. Yesterday, the SBA offered a specific timeline for different applications.

Starting April 3, 2020, small businesses and sole proprietorships can apply for and receive loans to cover their payroll and other certain expenses through existing SBA lenders. Starting April 10, 2020, independent contractors and self-employed individuals can apply for and receive loans to cover their payroll and other certain expenses through existing SBA lenders. Other regulated lenders will be available to make these loans as soon as they are approved and enrolled in the program.

Just because your date isn’t here yet, it doesn’t mean you can’t start preparing for the process. You can find SBA lenders here. You can find the sample PPP application here."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,I heard EIDLs are based on credit and mine isn’t that great. Should I still apply?,"Yes! In a recent webinar, Alex Contreras, Director of Preparedness, Communication & Coordination at the Office of Disaster Assistance at the SBA said that they will try to be flexible and that even a bankruptcy doesn’t necessarily disqualify you. Additionally, there are no application, guarantee or prepayment fees, so there’s no harm in applying. Even if you don’t qualify for additional funds, you can still get the grant.","Coronavirus is a type of virus that causes disease in animals. Often the symptoms of the virus are those of the common cold. Covid-19 is a strain of coronavirus that is new to humans, hence it's called a novel (or new) virus."
Forbes,https://www.forbes.com/sites/brianthompson1/2020/04/01/frequently-asked-questions-on-the-cares-business-loans/#5668f99a5767,Is this really real? This seems like too much of a good thing.,"It’s definitely real. And it’s also a lot to juggle when you’re also dealing with a pandemic. I hope this helps. We will learn a lot more as things start to play out., so I’ll continue to update as we go along. I’d love to hear your success or challenges. You can message me at the links below.",Yes. The SBA has specifically stated business owners looking for the grant need to apply through the new application that went up on Monday.
Forbes,https://www.forbes.com/sites/melaniefine/2020/03/23/answers-to-11-of-your-most-burning-questions-about-the-coronavirus-covid-19/#2f60f9586b23,How did it start?,"The virus is one of the few that can be transmitted from animals to humans. It is believed to have originated in bats, which perhaps infected live animals and seafood sold at a ""wet market"" in Wuhan, a crowded, not so sanitary dense marketplace. Bats are also hosts for Ebola, HIV, and rabies.

The first person who contracted the virus on December 1, 2019, had no connection to the outdoor market, making it unclear how he contracted it in the first place. 

Others who shopped there came down with viral pneumonia from Covid-19.","The virus is one of the few that can be transmitted from animals to humans. It is believed to have originated in bats, which perhaps infected live animals and seafood sold at a ""wet market"" in Wuhan, a crowded, not so sanitary dense marketplace. Bats are also hosts for Ebola, HIV, and rabies.

The first person who contracted the virus on December 1, 2019, had no connection to the outdoor market, making it unclear how he contracted it in the first place. 

Others who shopped there came down with viral pneumonia from Covid-19."
